SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Neisosperma poweri,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Niemeyera prunifera,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Oraniopsis appendiculata,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Prunus turneriana,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Siphonodon membranaceum,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Sysygium gustavioides,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Sysygum papyraceum,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Sysygium trachyphloium,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Triunia erythrocarpa,Hypsiprymnodon moschatus,frugivory,Australia,"Dennis, A. 2002. The diet of the musky rat-kangaroo, Hypsiprymnodon moschatus, a rainforest specialist. Wildlife Research. 29. 209-219.",,,,,,,,,,,,,,,,,
Achronychia pedunculate,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Zanthoxylum rheta,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea chinensis,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea khasyama,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea monopetela,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Machilus gamblei,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridela retusa,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia pubescens,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia stipularis,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Glochidion arborescens,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Glochidion coccineum,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Macaranga indica,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Gnetum ula,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bischofia javanica,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Vitex pentaphylla,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Elaeocarpus aristatus,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus elastica,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus nervosa,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus religiosa,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus bengalensis,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Gynocardia odorata,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Michelia oblonga,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Michelia lanuginosa,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Embelia robusta,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Derris robusta,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Polyalthia cerassioides,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Styrax serrulatum,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Laportea crenulata,Treron pompadora,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Achronychia pedunculate,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Zanthoxylum rheta,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea chinensis,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea khasyama,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea monopetela,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Machilus gamblei,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridela retusa,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia pubescens,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia stipularis,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Glochidion arborescens,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Glochidion coccineum,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Macaranga indica,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Gnetum ula,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bischofia javanica,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Vitex pentaphylla,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Elaeocarpus aristatus,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus elastica,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus nervosa,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus religiosa,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Ficus bengalensis,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Gynocardia odorata,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Michelia oblonga,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Michelia lanuginosa,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Embelia robusta,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Derris robusta,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Polyalthia cerassioides,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Styrax serrulatum,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Laportea crenulata,Treron phoenicoptera,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Achronychia pedunculate,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Zanthoxylum rheta,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea chinensis,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea khasyama,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Litsea monopetela,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Machilus gamblei,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridela retusa,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia pubescens,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Bridelia stipularis,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
Glochidion arborescens,Treron curvirostra,frugivory,"Assam, India","Sunanada, O. Kumar, P. 2012. Diet composition and habitat preferences of fruit eating pigeons in a tropical forest of eastern Assam, India. NeBIO. Vol.3No2. 51-57.",,,,,,,,,,,,,,,,,
